scenario,action,probability
[J♦] [T♠]|deep,fold,0.2
[J♦] [T♠]|deep,call_small,0.2
[J♦] [T♠]|deep,raise_small,0.2
[J♦] [T♠]|deep,raise_mid,0.2
[J♦] [T♠]|deep,raise_high,0.2
[T♣] [A♣]|medium,fold,0.2
[T♣] [A♣]|medium,call_small,0.2
[T♣] [A♣]|medium,raise_small,0.2
[T♣] [A♣]|medium,raise_mid,0.2
[T♣] [A♣]|medium,raise_high,0.2
[3♣] [7♦]|deep,fold,0.2
[3♣] [7♦]|deep,call_small,0.2
[3♣] [7♦]|deep,raise_small,0.2
[3♣] [7♦]|deep,raise_mid,0.2
[3♣] [7♦]|deep,raise_high,0.2
[6♥] [T♦]|medium,fold,0.2
[6♥] [T♦]|medium,call_small,0.2
[6♥] [T♦]|medium,raise_small,0.2
[6♥] [T♦]|medium,raise_mid,0.2
[6♥] [T♦]|medium,raise_high,0.2
[5♠] [K♠]|short,fold,0.2
[5♠] [K♠]|short,call_small,0.2
[5♠] [K♠]|short,raise_small,0.2
[5♠] [K♠]|short,raise_mid,0.2
[5♠] [K♠]|short,raise_high,0.2
[Q♣] [5♠]|deep,fold,0.2
[Q♣] [5♠]|deep,call_small,0.2
[Q♣] [5♠]|deep,raise_small,0.2
[Q♣] [5♠]|deep,raise_mid,0.2
[Q♣] [5♠]|deep,raise_high,0.2
[4♦] [K♥]|deep,fold,0.2
[4♦] [K♥]|deep,call_small,0.2
[4♦] [K♥]|deep,raise_small,0.2
[4♦] [K♥]|deep,raise_mid,0.2
[4♦] [K♥]|deep,raise_high,0.2
[K♦] [3♠]|deep,fold,0.2
[K♦] [3♠]|deep,call_small,0.2
[K♦] [3♠]|deep,raise_small,0.2
[K♦] [3♠]|deep,raise_mid,0.2
[K♦] [3♠]|deep,raise_high,0.2
[7♦] [7♠]|medium,fold,0.2
[7♦] [7♠]|medium,call_small,0.2
[7♦] [7♠]|medium,raise_small,0.2
[7♦] [7♠]|medium,raise_mid,0.2
[7♦] [7♠]|medium,raise_high,0.2
[Q♥] [2♠]|medium,fold,0.2
[Q♥] [2♠]|medium,call_small,0.2
[Q♥] [2♠]|medium,raise_small,0.2
[Q♥] [2♠]|medium,raise_mid,0.2
[Q♥] [2♠]|medium,raise_high,0.2
[J♦] [3♠]|medium,fold,0.2
[J♦] [3♠]|medium,call_small,0.2
[J♦] [3♠]|medium,raise_small,0.2
[J♦] [3♠]|medium,raise_mid,0.2
[J♦] [3♠]|medium,raise_high,0.2
[5♣] [J♣]|short,fold,0.2
[5♣] [J♣]|short,call_small,0.2
[5♣] [J♣]|short,raise_small,0.2
[5♣] [J♣]|short,raise_mid,0.2
[5♣] [J♣]|short,raise_high,0.2
[4♣] [7♠]|medium,fold,0.2
[4♣] [7♠]|medium,call_small,0.2
[4♣] [7♠]|medium,raise_small,0.2
[4♣] [7♠]|medium,raise_mid,0.2
[4♣] [7♠]|medium,raise_high,0.2
[9♣] [K♣]|deep,fold,0.2
[9♣] [K♣]|deep,call_small,0.2
[9♣] [K♣]|deep,raise_small,0.2
[9♣] [K♣]|deep,raise_mid,0.2
[9♣] [K♣]|deep,raise_high,0.2
[4♦] [2♦]|medium,fold,0.2
[4♦] [2♦]|medium,call_small,0.2
[4♦] [2♦]|medium,raise_small,0.2
[4♦] [2♦]|medium,raise_mid,0.2
[4♦] [2♦]|medium,raise_high,0.2
[Q♠] [2♦]|deep,fold,0.2
[Q♠] [2♦]|deep,call_small,0.2
[Q♠] [2♦]|deep,raise_small,0.2
[Q♠] [2♦]|deep,raise_mid,0.2
[Q♠] [2♦]|deep,raise_high,0.2
[9♦] [J♠]|medium,fold,0.2
[9♦] [J♠]|medium,call_small,0.2
[9♦] [J♠]|medium,raise_small,0.2
[9♦] [J♠]|medium,raise_mid,0.2
[9♦] [J♠]|medium,raise_high,0.2
[J♣] [3♣]|deep,fold,0.2
[J♣] [3♣]|deep,call_small,0.2
[J♣] [3♣]|deep,raise_small,0.2
[J♣] [3♣]|deep,raise_mid,0.2
[J♣] [3♣]|deep,raise_high,0.2
[7♥] [K♣]|medium,fold,0.2
[7♥] [K♣]|medium,call_small,0.2
[7♥] [K♣]|medium,raise_small,0.2
[7♥] [K♣]|medium,raise_mid,0.2
[7♥] [K♣]|medium,raise_high,0.2
[2♦] [K♥]|medium,fold,0.2
[2♦] [K♥]|medium,call_small,0.2
[2♦] [K♥]|medium,raise_small,0.2
[2♦] [K♥]|medium,raise_mid,0.2
[2♦] [K♥]|medium,raise_high,0.2
[Q♦] [8♦]|short,fold,0.2
[Q♦] [8♦]|short,call_small,0.2
[Q♦] [8♦]|short,raise_small,0.2
[Q♦] [8♦]|short,raise_mid,0.2
[Q♦] [8♦]|short,raise_high,0.2
[J♠] [6♥]|medium,fold,0.2
[J♠] [6♥]|medium,call_small,0.2
[J♠] [6♥]|medium,raise_small,0.2
[J♠] [6♥]|medium,raise_mid,0.2
[J♠] [6♥]|medium,raise_high,0.2
[T♥] [8♣]|deep,fold,0.2
[T♥] [8♣]|deep,call_small,0.2
[T♥] [8♣]|deep,raise_small,0.2
[T♥] [8♣]|deep,raise_mid,0.2
[T♥] [8♣]|deep,raise_high,0.2
[9♥] [2♦]|deep,fold,0.2
[9♥] [2♦]|deep,call_small,0.2
[9♥] [2♦]|deep,raise_small,0.2
[9♥] [2♦]|deep,raise_mid,0.2
[9♥] [2♦]|deep,raise_high,0.2
[K♣] [J♥]|short,fold,0.2
[K♣] [J♥]|short,call_small,0.2
[K♣] [J♥]|short,raise_small,0.2
[K♣] [J♥]|short,raise_mid,0.2
[K♣] [J♥]|short,raise_high,0.2
[9♦] [K♣]|deep,fold,0.2
[9♦] [K♣]|deep,call_small,0.2
[9♦] [K♣]|deep,raise_small,0.2
[9♦] [K♣]|deep,raise_mid,0.2
[9♦] [K♣]|deep,raise_high,0.2
[8♣] [9♦]|medium,fold,0.2
[8♣] [9♦]|medium,call_small,0.2
[8♣] [9♦]|medium,raise_small,0.2
[8♣] [9♦]|medium,raise_mid,0.2
[8♣] [9♦]|medium,raise_high,0.2
[T♥] [A♥]|short,fold,0.2
[T♥] [A♥]|short,call_small,0.2
[T♥] [A♥]|short,raise_small,0.2
[T♥] [A♥]|short,raise_mid,0.2
[T♥] [A♥]|short,raise_high,0.2
[8♠] [T♠]|short,fold,0.2
[8♠] [T♠]|short,call_small,0.2
[8♠] [T♠]|short,raise_small,0.2
[8♠] [T♠]|short,raise_mid,0.2
[8♠] [T♠]|short,raise_high,0.2
[Q♠] [4♦]|short,fold,0.2
[Q♠] [4♦]|short,call_small,0.2
[Q♠] [4♦]|short,raise_small,0.2
[Q♠] [4♦]|short,raise_mid,0.2
[Q♠] [4♦]|short,raise_high,0.2
[3♥] [8♣]|short,fold,0.2
[3♥] [8♣]|short,call_small,0.2
[3♥] [8♣]|short,raise_small,0.2
[3♥] [8♣]|short,raise_mid,0.2
[3♥] [8♣]|short,raise_high,0.2
[A♣] [Q♦]|short,fold,0.2
[A♣] [Q♦]|short,call_small,0.2
[A♣] [Q♦]|short,raise_small,0.2
[A♣] [Q♦]|short,raise_mid,0.2
[A♣] [Q♦]|short,raise_high,0.2
[9♠] [9♥]|deep,fold,0.2
[9♠] [9♥]|deep,call_small,0.2
[9♠] [9♥]|deep,raise_small,0.2
[9♠] [9♥]|deep,raise_mid,0.2
[9♠] [9♥]|deep,raise_high,0.2
[9♠] [K♥]|short,fold,0.2
[9♠] [K♥]|short,call_small,0.2
[9♠] [K♥]|short,raise_small,0.2
[9♠] [K♥]|short,raise_mid,0.2
[9♠] [K♥]|short,raise_high,0.2
[6♠] [J♠]|medium,fold,0.2
[6♠] [J♠]|medium,call_small,0.2
[6♠] [J♠]|medium,raise_small,0.2
[6♠] [J♠]|medium,raise_mid,0.2
[6♠] [J♠]|medium,raise_high,0.2
[T♣] [2♥]|deep,fold,0.2
[T♣] [2♥]|deep,call_small,0.2
[T♣] [2♥]|deep,raise_small,0.2
[T♣] [2♥]|deep,raise_mid,0.2
[T♣] [2♥]|deep,raise_high,0.2
[J♦] [6♥]|short,fold,0.2
[J♦] [6♥]|short,call_small,0.2
[J♦] [6♥]|short,raise_small,0.2
[J♦] [6♥]|short,raise_mid,0.2
[J♦] [6♥]|short,raise_high,0.2
[9♠] [8♦]|medium,fold,0.2
[9♠] [8♦]|medium,call_small,0.1
[9♠] [8♦]|medium,raise_small,0.1
[9♠] [8♦]|medium,raise_mid,0.30000000000000004
[9♠] [8♦]|medium,raise_high,0.30000000000000004
[T♣] [Q♦]|short,fold,0.2
[T♣] [Q♦]|short,call_small,0.2
[T♣] [Q♦]|short,raise_small,0.2
[T♣] [Q♦]|short,raise_mid,0.2
[T♣] [Q♦]|short,raise_high,0.2
[3♥] [K♣]|medium,fold,0.2
[3♥] [K♣]|medium,call_small,0.2
[3♥] [K♣]|medium,raise_small,0.2
[3♥] [K♣]|medium,raise_mid,0.2
[3♥] [K♣]|medium,raise_high,0.2
[4♥] [5♠]|medium,fold,0.2
[4♥] [5♠]|medium,call_small,0.2
[4♥] [5♠]|medium,raise_small,0.2
[4♥] [5♠]|medium,raise_mid,0.2
[4♥] [5♠]|medium,raise_high,0.2
[T♣] [A♥]|short,fold,0.2
[T♣] [A♥]|short,call_small,0.2
[T♣] [A♥]|short,raise_small,0.2
[T♣] [A♥]|short,raise_mid,0.2
[T♣] [A♥]|short,raise_high,0.2
[2♠] [8♥]|medium,fold,0.2
[2♠] [8♥]|medium,call_small,0.2
[2♠] [8♥]|medium,raise_small,0.2
[2♠] [8♥]|medium,raise_mid,0.2
[2♠] [8♥]|medium,raise_high,0.2
[6♣] [9♦]|deep,fold,0.2
[6♣] [9♦]|deep,call_small,0.2
[6♣] [9♦]|deep,raise_small,0.2
[6♣] [9♦]|deep,raise_mid,0.2
[6♣] [9♦]|deep,raise_high,0.2
[3♦] [Q♠]|deep,fold,0.2
[3♦] [Q♠]|deep,call_small,0.2
[3♦] [Q♠]|deep,raise_small,0.2
[3♦] [Q♠]|deep,raise_mid,0.2
[3♦] [Q♠]|deep,raise_high,0.2
[6♦] [3♠]|medium,fold,0.2
[6♦] [3♠]|medium,call_small,0.2
[6♦] [3♠]|medium,raise_small,0.2
[6♦] [3♠]|medium,raise_mid,0.2
[6♦] [3♠]|medium,raise_high,0.2
[2♥] [5♠]|short,fold,0.2
[2♥] [5♠]|short,call_small,0.2
[2♥] [5♠]|short,raise_small,0.2
[2♥] [5♠]|short,raise_mid,0.2
[2♥] [5♠]|short,raise_high,0.2
[2♠] [K♦]|short,fold,0.2
[2♠] [K♦]|short,call_small,0.2
[2♠] [K♦]|short,raise_small,0.2
[2♠] [K♦]|short,raise_mid,0.2
[2♠] [K♦]|short,raise_high,0.2
[A♣] [7♣]|short,fold,0.2
[A♣] [7♣]|short,call_small,0.2
[A♣] [7♣]|short,raise_small,0.2
[A♣] [7♣]|short,raise_mid,0.2
[A♣] [7♣]|short,raise_high,0.2
[2♠] [2♦]|deep,fold,0.2
[2♠] [2♦]|deep,call_small,0.2
[2♠] [2♦]|deep,raise_small,0.2
[2♠] [2♦]|deep,raise_mid,0.2
[2♠] [2♦]|deep,raise_high,0.2
[4♥] [A♠]|deep,fold,0.2
[4♥] [A♠]|deep,call_small,0.2
[4♥] [A♠]|deep,raise_small,0.2
[4♥] [A♠]|deep,raise_mid,0.2
[4♥] [A♠]|deep,raise_high,0.2
[K♥] [4♦]|short,fold,0.2
[K♥] [4♦]|short,call_small,0.2
[K♥] [4♦]|short,raise_small,0.2
[K♥] [4♦]|short,raise_mid,0.2
[K♥] [4♦]|short,raise_high,0.2
[Q♠] [4♦]|deep,fold,0.2
[Q♠] [4♦]|deep,call_small,0.2
[Q♠] [4♦]|deep,raise_small,0.2
[Q♠] [4♦]|deep,raise_mid,0.2
[Q♠] [4♦]|deep,raise_high,0.2
[4♣] [A♠]|short,fold,0.2
[4♣] [A♠]|short,call_small,0.2
[4♣] [A♠]|short,raise_small,0.2
[4♣] [A♠]|short,raise_mid,0.2
[4♣] [A♠]|short,raise_high,0.2
[3♦] [5♥]|deep,fold,0.2
[3♦] [5♥]|deep,call_small,0.2
[3♦] [5♥]|deep,raise_small,0.2
[3♦] [5♥]|deep,raise_mid,0.2
[3♦] [5♥]|deep,raise_high,0.2
[5♦] [5♠]|medium,fold,0.2
[5♦] [5♠]|medium,call_small,0.2
[5♦] [5♠]|medium,raise_small,0.2
[5♦] [5♠]|medium,raise_mid,0.2
[5♦] [5♠]|medium,raise_high,0.2
[Q♥] [J♠]|short,fold,0.2
[Q♥] [J♠]|short,call_small,0.2
[Q♥] [J♠]|short,raise_small,0.2
[Q♥] [J♠]|short,raise_mid,0.2
[Q♥] [J♠]|short,raise_high,0.2
[8♦] [9♥]|deep,fold,0.2
[8♦] [9♥]|deep,call_small,0.2
[8♦] [9♥]|deep,raise_small,0.2
[8♦] [9♥]|deep,raise_mid,0.2
[8♦] [9♥]|deep,raise_high,0.2
[Q♦] [8♦]|medium,fold,0.30000000000000004
[Q♦] [8♦]|medium,call_small,0.15000000000000002
[Q♦] [8♦]|medium,raise_small,0.1
[Q♦] [8♦]|medium,raise_mid,0.35
[Q♦] [8♦]|medium,raise_high,0.1
[A♦] [K♣]|deep,fold,0.2
[A♦] [K♣]|deep,call_small,0.2
[A♦] [K♣]|deep,raise_small,0.2
[A♦] [K♣]|deep,raise_mid,0.2
[A♦] [K♣]|deep,raise_high,0.2
[6♦] [3♦]|deep,fold,0.2
[6♦] [3♦]|deep,call_small,0.2
[6♦] [3♦]|deep,raise_small,0.2
[6♦] [3♦]|deep,raise_mid,0.2
[6♦] [3♦]|deep,raise_high,0.2
[2♥] [T♣]|short,fold,0.2
[2♥] [T♣]|short,call_small,0.2
[2♥] [T♣]|short,raise_small,0.2
[2♥] [T♣]|short,raise_mid,0.2
[2♥] [T♣]|short,raise_high,0.2
[7♥] [J♦]|short,fold,0.2
[7♥] [J♦]|short,call_small,0.2
[7♥] [J♦]|short,raise_small,0.2
[7♥] [J♦]|short,raise_mid,0.2
[7♥] [J♦]|short,raise_high,0.2
[K♥] [3♣]|medium,fold,0.2
[K♥] [3♣]|medium,call_small,0.2
[K♥] [3♣]|medium,raise_small,0.2
[K♥] [3♣]|medium,raise_mid,0.2
[K♥] [3♣]|medium,raise_high,0.2
[8♦] [3♣]|short,fold,0.2
[8♦] [3♣]|short,call_small,0.2
[8♦] [3♣]|short,raise_small,0.2
[8♦] [3♣]|short,raise_mid,0.2
[8♦] [3♣]|short,raise_high,0.2
[Q♣] [7♠]|deep,fold,0.2
[Q♣] [7♠]|deep,call_small,0.2
[Q♣] [7♠]|deep,raise_small,0.2
[Q♣] [7♠]|deep,raise_mid,0.2
[Q♣] [7♠]|deep,raise_high,0.2
[4♦] [9♥]|medium,fold,0.2
[4♦] [9♥]|medium,call_small,0.2
[4♦] [9♥]|medium,raise_small,0.2
[4♦] [9♥]|medium,raise_mid,0.2
[4♦] [9♥]|medium,raise_high,0.2
[4♠] [T♠]|medium,fold,0.2
[4♠] [T♠]|medium,call_small,0.2
[4♠] [T♠]|medium,raise_small,0.2
[4♠] [T♠]|medium,raise_mid,0.2
[4♠] [T♠]|medium,raise_high,0.2
[Q♥] [9♠]|medium,fold,0.2
[Q♥] [9♠]|medium,call_small,0.2
[Q♥] [9♠]|medium,raise_small,0.2
[Q♥] [9♠]|medium,raise_mid,0.2
[Q♥] [9♠]|medium,raise_high,0.2
[Q♠] [Q♥]|short,fold,0.2
[Q♠] [Q♥]|short,call_small,0.2
[Q♠] [Q♥]|short,raise_small,0.2
[Q♠] [Q♥]|short,raise_mid,0.2
[Q♠] [Q♥]|short,raise_high,0.2
[9♦] [K♠]|short,fold,0.2
[9♦] [K♠]|short,call_small,0.2
[9♦] [K♠]|short,raise_small,0.2
[9♦] [K♠]|short,raise_mid,0.2
[9♦] [K♠]|short,raise_high,0.2
[5♣] [2♠]|medium,fold,0.2
[5♣] [2♠]|medium,call_small,0.2
[5♣] [2♠]|medium,raise_small,0.2
[5♣] [2♠]|medium,raise_mid,0.2
[5♣] [2♠]|medium,raise_high,0.2
